"id","service_name","belong_area","org_name","apply_condition","service_level","contact_telephone","apply_materials","apply_end_time","apply_start_time","address","cash_standard","cash_way","policy_term","service_procedure","policy_type","create_dept_name"
"1580382367292841985",促进领军型企业加快发展,合肥市,工信部门,①当年新增国家级制造业单项冠军示范企业、单项冠军产品的企业；新增国家级专精特新“小巨人”企业和安徽省专精特新冠军企业（含工信部已认定的专精特新“小巨人”企业和省经信厅已认定的专精特新冠军企业）；②以企业上一年度对我市经济发展贡献为基数，当年新增贡献超过全市平均增幅（以税务局纳税信息为准，如企业上一年度地方财政贡献为负数，视作基数为零）；③该项政策单个企业当年仅享受其中一项；○4以往享受过同类型称号市级奖补的，不重复享受。,,"0551-63538597",,"2023-06-30","2023-03-01",,对新增国家级制造业“单项冠军”、“专精特新”小巨人和省级“专精特新”冠军企业，连续3年按其当年新增我市贡献超过全市平均增幅部分的50%给予最高100万元奖励。,一键确认,,,,合肥市工业和信息化局
"1580384092347162626",落实商贸服务畅通行动资金奖补（电商企业）,滁州市,商务部门,电商企业与基地或专业合作社签订稳定购销协作，且年采购额不少于10万元，网络销售额100万元以上。,,"0550-3029323",,,"2023-01-01",,给予电商企业网络销售额5%以内的一次性奖补，最高不超过30万元。,一键确认,,,"1",滁州市商务局
"1580384676898922497",工业企业首次升规企业管理团队奖励,合肥市,工信部门,"当年新增为规模以上工业企业（不包括退规再升规的企业）；

",,"0551-63538597",,"2023-06-30","2023-03-01",,对首次升规企业给予企业管理团队20万元奖励,一键确认,,,"1",合肥市工业和信息化局
"1580385929280348162",工业企业连续3年稳规奖励,合肥市,工信部门,①当年新增的规上工业企业（不包括退规再升规的企业）；②企业当年在合肥市域范围实际缴纳的增值税、企业所得税形成的地方财政贡献较上一年度存在新增部分（以税务局纳税信息为准，如企业上一年度地方财政贡献为负数，视作基数为零）。,,"0551-63538597",,"2023-06-30","2023-03-01",,对首次升规企业给予企业管理团队20万元奖励，并连续3年给予稳定在规上的企业当年新增我市贡献50%最高50万元奖励。,一键确认,,,"1",合肥市工业和信息化局
"1580388375729790977",开展技术改造对标诊断,合肥市,工信部门,通过招标确定的技术改造对标诊断第三方服务机构。,,"0551-63538569",,"2023-06-30","2023-03-01",,依据招标合同确定,一键确认,,,"1",合肥市工业和信息化局
"1580389028455768066",为食品药品企业提供“质量管理提升”方案,合肥市,工信部门,公开招标确定的第三方服务机构，为企业免费开展“质量管理提升”工程。,,"0551-63538802",,"2023-06-30","2023-03-01",,依据招标合同确定,一键确认,,,"1",合肥市工业和信息化局
"1580390686946484226",购买工业设计服务补贴,合肥市,工信部门,工业企业当年购买在合肥市注册纳税的专业设计公司的设计服务,,"0551-63538396",,"2023-06-30","2023-03-01",,对企业购买工业设计服务，给予20%最高10万元补贴。,限时办理,,,,合肥市工业和信息化局
"1580391997918142465",“三首”产品奖励,合肥市,工信部门,新增省级“三首”产品的研制单位和示范应用单位。,,"0551-63538578",,"2023-06-30","2023-03-01",,对新增省级首台套、首批次、首版次等“三首”产品，按产品单价（货值）的15%，分别给予研制单位、应用企业最高300万元奖励。,限时办理,,,,合肥市工业和信息化局
"1580398364544458753",“三首”产品宣传费补贴,合肥市,工信部门,新增“三首”产品当年在市级以上媒体宣传推广。或者“精品安徽、皖美智造”当年在央视宣传推广,,"0551-63538578",,"2023-06-30","2023-01-03",,对新增“三首”产品市级以上媒体的宣传费用，给予20%最高50万元补贴,限时办理,,,,合肥市工业和信息化局
"1580454488488534017",国家级制造业创新中心奖补,滁州市,工信部门,获评国家级制造业创新中心,,,,,"2022-01-01",,对新获评（认定）国家级制造业创新中心的，由市财政给予100万元一次性奖补。,一键确认,,,"1",滁州市工业和信息化局
"1580461338026041346",鼓励企业做大做强,滁州市,工信部门,营业收入首次突破100亿元、50亿元、30亿元，增幅超过当年全市规模以上工业企业平均增长水平且当年盈利的工业企业。,,,,"2023-10-31","2023-02-01",,对营业收入首次突破100亿元、50亿元、30亿元，增幅超过当年全市规模以上工业企业平均增长水平且当年盈利的工业企业，分别给予500万、200万元和100万元一次性奖励，每上一个台阶奖励一次，以后每跨越一个百亿元台阶的，再给予200万元奖励。,一键确认,,,"1",滁州市工业和信息化局
"1580473651177185282",众创空间绩效评价奖补,滁州市,科技部门,"一、众创空间备案：1.设立专门运营管理机构，具有滁州市内注册独立法人资格，相关运营主体及法人社会信用记录良好，成立并实际运营12个月以上。

2.拥有可自主支配的服务场地（属租赁场地的，应保证从申请备案时有3年以上有效租期），场地面积不低于500平方米的，或提供创业工位不少于30个；同时具有能够为创业者使用的公共接待、项目展示、会议洽谈等公共服务场地及相关设施；提供创业工位和公共服务场地面积不低于众创空间总面积的75%。

3.众创空间的入驻对象为以技术创新、商业模式创新为特征的创业团队、初创企业或从事软件开发、硬件研发、创意设计的创客群体及其他群体。入驻创业团队和企业总数不低于10家，且入驻创业团队每年注册成为新企业数不低于3家。创业团队主要研发、办公场所，企业注册地和主要研发、办公场所均须在本众创空间场地内。企业入驻时成立时间不超过24个月，创业团队和企业孵化时限原则上不超过24个月。

4.拥有职业化的服务队伍，须有3名以上专业孵化服务人员（指具有创业、投融资、企业管理等经验或经过创业服务相关培训的众创空间专职工作人员）、2名以上创业导师（指接受众创空间聘任，能对创业企业、创业者提供专业化、实践性辅导服务的企业家、投资专家、管理咨询专家等），形成规范化服务流程。

5.拥有高效的服务体系和资源整合能力。有实用的各类培训师资用于开展创业培训，能够为创业者提供注册、培训、法律、财务、物流、融资等相关的一站式便捷服务。每年开展的创业沙龙、路演、创业大赛、创业教育培训等活动不少于8场次。

6.众创空间管理制度健全。拥有高效合理的创新创业项目入驻、退出制度，不断引进更多优质项目孵化转化。拥有以入驻项目为出发点，聚焦项目创意转化、孵化培育、成长促进等各个阶段，为创业者提供技术支撑、融资对接、团队组合、产品发布推介、专利审查、产权保护等一系列孵化服务的运行管理制度。二、绩效评价：滁州市内市级众创空间",,,,,"2024-11-20",,"1、给与符合条件的众创空间给与备案；2、给与优秀的众创空间给与一定奖励。",一键确认,,,"1",滁州市科学技术局
"1580499282627649538",担保机构保费补贴政策,合肥市,财政部门,对开展政信贷业务，且收费标准不高于1%/年的融资担保机构，担保责任解除后按担保贷款金额的1%给予保费补贴。,,"0551-63532374",,,"2023-06-01",,对收费标准不高于1%的政策性担保业务，按担保额的1%给予担保机构保费补贴。,限时办理,,,,合肥市财政局
"1580822012715462658",支持引导企业加快研发投入,宣城市,其他部门,发挥企业在科技创新中的主体作用，按企业当年研发费用绝对数、研发投入强度、研发费用增速分别排名前4名、前3名、前3名，给予每家企业4万元奖励。,,,,,"2022-01-01",,发挥企业在科技创新中的主体作用，按企业当年研发费用绝对数、研发投入强度、研发费用增速分别排名前4名、前3名、前3名，给予每家企业4万元奖励。,一键确认,,,,宣城经济技术开发区
"1580822945750970370",加强高新技术企业的培育,宣城市,其他部门,对新获批国家级、省级创新型企业分别奖励50万元、20万元。对首次申报高新技术培育企业入库通过的给予一次性奖励5万元，对首次推荐申报高新技术企业的，给予一次性5万元奖励，对首次申报高新技术企业认定通过的给予一次性奖励20万元，到期后重新申报高新技术企业认定通过的给予一次性奖励10万元。对每年申报科技型中小企业评价通过的给予1万元奖励。,,,,,"2022-01-01",,对新获批国家级、省级创新型企业分别奖励50万元、20万元。对首次申报高新技术培育企业入库通过的给予一次性奖励5万元，对首次推荐申报高新技术企业的，给予一次性5万元奖励，对首次申报高新技术企业认定通过的给予一次性奖励20万元，到期后重新申报高新技术企业认定通过的给予一次性奖励10万元。对每年申报科技型中小企业评价通过的给予1万元奖励。,一键确认,,,,宣城经济技术开发区
"1580823417870217217",支持知识产权创造运用和管理（一）,宣城市,其他部门,"对获得国家知识产权局评定的专利金奖、银奖、优秀奖的企业，分别一次性奖励30万元、20万元、10万元；对获得省知识产权局评定的专利金奖、银奖、优秀奖的企业，分别一次性奖励10万元、8万元、5万元。对新认定的国家知识产权示范、优势企业,分别一次性奖励20万元、10万元；对新认定的省知识产权优势企业、省知识产权优势培育企业，分别一次性奖励8万元、5万元。对贯彻《企业知识产权管理规范》国家标准验收合格的企业，一次性奖励5万元。",,,,,"2022-01-01",,"对获得国家知识产权局评定的专利金奖、银奖、优秀奖的企业，分别一次性奖励30万元、20万元、10万元；对获得省知识产权局评定的专利金奖、银奖、优秀奖的企业，分别一次性奖励10万元、8万元、5万元。对新认定的国家知识产权示范、优势企业,分别一次性奖励20万元、10万元；对新认定的省知识产权优势企业、省知识产权优势培育企业，分别一次性奖励8万元、5万元。对贯彻《企业知识产权管理规范》国家标准验收合格的企业，一次性奖励5万元。",一键确认,,,,宣城经济技术开发区
"1580823843759845378",支持科技成果转化,宣城市,其他部门,对当年卖方技术开发合同或者技术转让合同交易总额在15万元-50万元，给予2万元奖励；50万元-100万元，给予5万元奖励；100万元-300万元，给予10万元奖励；300万元以上的，给予15万元奖励。对当年买方技术开发合同或者技术转让合同，按其技术合同交易额的10%予以补助，单项成果补助最高不超过100万元。在安徽省技术合同认定登记系统登记的其他技术合同交易总额在50万元-100万元，给予1万元奖励；100万元-500万元，给予2万元奖励；500万元以上的，给予4万元奖励，规上企业增加50%,,,,,"2022-01-01",,对当年卖方技术开发合同或者技术转让合同交易总额在15万元-50万元，给予2万元奖励；50万元-100万元，给予5万元奖励；100万元-300万元，给予10万元奖励；300万元以上的，给予15万元奖励。对当年买方技术开发合同或者技术转让合同，按其技术合同交易额的10%予以补助，单项成果补助最高不超过100万元。在安徽省技术合同认定登记系统登记的其他技术合同交易总额在50万元-100万元，给予1万元奖励；100万元-500万元，给予2万元奖励；500万元以上的，给予4万元奖励，规上企业增加50%,立即兑现,,,,宣城经济技术开发区
"1580824253706924033",加快创新平台建设,宣城市,其他部门,对新认定的国家级、省级实验室、技术创新中心、新型研发机构、工程（技术）研究中心、企业技术中心、工业设计中心、质量监督检验中心等研发机构，分别一次性奖励50万元、20万元。对新组建的院士工作站、博士后科研工作站的企业，分别给予一次性奖励50万元、30万元。对区内企业牵头组建新获认定的国家级、省级产业技术创新战略联盟试点的分别给予一次性奖励50万元、20万元。对新认定的国家级、省级科技企业孵化器、众创空间，分别给予100万元、50万元一次性奖励；对获得省孵化器、众创空间绩效考核奖励的，给予其中50%的配套奖励,,,,,"2022-01-01",,对新认定的国家级、省级实验室、技术创新中心、新型研发机构、工程（技术）研究中心、企业技术中心、工业设计中心、质量监督检验中心等研发机构，分别一次性奖励50万元、20万元。对新组建的院士工作站、博士后科研工作站的企业，分别给予一次性奖励50万元、30万元。对区内企业牵头组建新获认定的国家级、省级产业技术创新战略联盟试点的分别给予一次性奖励50万元、20万元。对新认定的国家级、省级科技企业孵化器、众创空间，分别给予100万元、50万元一次性奖励；对获得省孵化器、众创空间绩效考核奖励的，给予其中50%的配套奖励,立即兑现,,,,宣城经济技术开发区
"1580824522335318018",鼓励创新创业,宣城市,其他部门,参加国家、长三角、G60科创走廊等创新创业大赛获奖的企业，获得上述总决赛一等奖、二等奖、三等奖或优秀（胜）奖，经开区给予10万元、6万元和3万元奖励；获得省（阶段）比赛一等奖、二等奖、三等奖或优秀（胜）奖，经开区分别给予5万元、3万元和1.5万元奖励；获得市阶段比赛一等奖、二等奖、三等奖或优秀（胜）奖，经开区分别给予1.5万元、1万元和0.6万元奖励。,,,,,"2022-01-01",,参加国家、长三角、G60科创走廊等创新创业大赛获奖的企业，获得上述总决赛一等奖、二等奖、三等奖或优秀（胜）奖，经开区给予10万元、6万元和3万元奖励；获得省（阶段）比赛一等奖、二等奖、三等奖或优秀（胜）奖，经开区分别给予5万元、3万元和1.5万元奖励；获得市阶段比赛一等奖、二等奖、三等奖或优秀（胜）奖，经开区分别给予1.5万元、1万元和0.6万元奖励。,立即兑现,,,,宣城经济技术开发区
"1580824777198006274",鼓励企业实施技改,宣城市,其他部门,对经过技改备案入库的企业，备案期限内，当年生产性设备投资额在200万元（含）以上，按照当年新增生产性设备投资额的10%补助，其中：为我区本地工业产品的，给予设备投资额的12%补助；为工业机器人或机械手（≥4个自由度）的，给予设备投资额的15%补助，补助不重复计算。单个企业每年度设备补贴不超过200万元且不超过该企业上年税收留存。,,,,,"2022-01-01",,对经过技改备案入库的企业，备案期限内，当年生产性设备投资额在200万元（含）以上，按照当年新增生产性设备投资额的10%补助，其中：为我区本地工业产品的，给予设备投资额的12%补助；为工业机器人或机械手（≥4个自由度）的，给予设备投资额的15%补助，补助不重复计算。单个企业每年度设备补贴不超过200万元且不超过该企业上年税收留存。,一键确认,,,,宣城经济技术开发区
"1580825059772461058",积极培育中小企业成长,宣城市,其他部门,对新建投产纳规工业企业，给予20万元的一次性奖补；对首次纳规且在库存续期满1年的“小升规”工业企业，给予10万元的一次性奖补,,,,,"2022-01-01",,对新建投产纳规工业企业，给予20万元的一次性奖补；对首次纳规且在库存续期满1年的“小升规”工业企业，给予10万元的一次性奖补,一键确认,,,,宣城经济技术开发区
"1580825356758544386",鼓励争创省内品牌及信息化发展,宣城市,其他部门,对认定的“安徽工业精品”，给予每件一次性奖励5万元；对已认定的安徽省新产品，每件一次性奖励3万元。对于省认定的专精特新企业，每户分别给予一次性奖补30万元；对省认定的智能工厂、数字化车间分别给予一次性奖励50万元和30万元。对于通过两化融合管理体系贯标认定的企业，每户分别给予一次性奖励5万元,,,,,"2022-01-01",,对认定的“安徽工业精品”，给予每件一次性奖励5万元；对已认定的安徽省新产品，每件一次性奖励3万元。对于省认定的专精特新企业，每户分别给予一次性奖补30万元；对省认定的智能工厂、数字化车间分别给予一次性奖励50万元和30万元。对于通过两化融合管理体系贯标认定的企业，每户分别给予一次性奖励5万元,立即兑现,,,,宣城经济技术开发区
"1580840411029958657",支持知识产权创造运用和管理（二）,宣城市,其他部门,对于当年授权国内发明专利纳入高价值发明专利培育的，奖励2万元，从次年起每年再奖励0.5万元，单个发明专利累计奖励不超过4万元。对从市外转让至经开区的发明专利满一年以上的，给予0.2万元奖励。对当年申请国际PCT专利（最多两个国家或组织）的，其中发明专利每件奖励2万元，其他专利每件补助1万元，获得PCT专利授权的，对于发明专利和其他专利分别再奖励3万元、1万元。对当年获得计算机软件著作权登记证书的每件奖励0.15万元。对以发明专利权质押融资达500万元及以上，以商标权质押融资达200万元及以上，已结清贷款本息的企业，分别按支付利息的25%给予一次性奖励，单个企业最高奖励不超过10万元。,,,,,"2022-01-01",,对于当年授权国内发明专利纳入高价值发明专利培育的，奖励2万元，从次年起每年再奖励0.5万元，单个发明专利累计奖励不超过4万元。对从市外转让至经开区的发明专利满一年以上的，给予0.2万元奖励。对当年申请国际PCT专利（最多两个国家或组织）的，其中发明专利每件奖励2万元，其他专利每件补助1万元，获得PCT专利授权的，对于发明专利和其他专利分别再奖励3万元、1万元。对当年获得计算机软件著作权登记证书的每件奖励0.15万元。对以发明专利权质押融资达500万元及以上，以商标权质押融资达200万元及以上，已结清贷款本息的企业，分别按支付利息的25%给予一次性奖励，单个企业最高奖励不超过10万元。,立即兑现,,,,宣城经济技术开发区
"1580843655315714049",支持质量品牌升级奖励,宣城市,其他部门,（2）获得中国质量奖、省政府质量奖、市政府质量奖的组织或个人。主导制定并获批国际标准、国家标准、行业标准的企业。,,,,,"2022-01-01",,（2）对获得中国质量奖、省政府质量奖、市政府质量奖的组织或个人，分别给予一次性50万元、30万元、20万元奖励。对主导制定并获批国际标准、国家标准、行业标准的企业，分别给予一次性50万元、30万元、20万元奖励。,直接兑现,,,"1",宣城经济技术开发区
"1580844067661934593",税收贡献奖励,宣城市,其他部门,当年度税收贡献不低于8万元/亩的经开区工业企业，年度税收贡献超过5000万元，奖励70万元；年度税收贡献4000万元-5000万元，奖励60万元；年度税收贡献3000万元-4000万元，奖励50万元；年度税收贡献2000万元-3000万元，奖励40万元；年度税收贡献1000万元-2000万元，奖励30万元；年度税收贡献500万元-1000万元，奖励20万元。,,,,,"2022-01-01",,当年度税收贡献不低于8万元/亩的经开区工业企业，年度税收贡献超过5000万元，奖励70万元；年度税收贡献4000万元-5000万元，奖励60万元；年度税收贡献3000万元-4000万元，奖励50万元；年度税收贡献2000万元-3000万元，奖励40万元；年度税收贡献1000万元-2000万元，奖励30万元；年度税收贡献500万元-1000万元，奖励20万元。,一键确认,,,,宣城经济技术开发区
"1580844474706554881",培大育强奖励,宣城市,其他部门,工业企业年应税销售额首次达到5亿元，奖励20万元；工业企业年应税销售额首次达到10亿元，奖励50万元；工业企业年应税销售额首次达到20亿元，奖励80万元。,,,,,"2022-01-01",,工业企业年应税销售额首次达到5亿元，奖励20万元；工业企业年应税销售额首次达到10亿元，奖励50万元；工业企业年应税销售额首次达到20亿元，奖励80万元。,立即兑现,,,,宣城经济技术开发区
"1580845192825925634",鼓励外贸企业做大做强,宣城市,其他部门,对于当年度进出口额300万美元、500万美元、1000万美元、3000万美元以上且实现正增长的生产型企业，分别给予一次性10万元、20万元、30万元、50万元人民币奖励。对于进出口增量30万美元以上的生产型企业，给予每美元0.03元人民币奖励，单个企业奖励不超过50万元。对经开区进出口总额居前列且实现正增长的前三家企业授予“宣城经开区进出口特殊贡献奖”，分别给予20万元、15万元、10万元奖励。,,,,,"2022-01-01",,对于当年度进出口额300万美元、500万美元、1000万美元、3000万美元以上且实现正增长的生产型企业，分别给予一次性10万元、20万元、30万元、50万元人民币奖励。对于进出口增量30万美元以上的生产型企业，给予每美元0.03元人民币奖励，单个企业奖励不超过50万元。对经开区进出口总额居前列且实现正增长的前三家企业授予“宣城经开区进出口特殊贡献奖”，分别给予20万元、15万元、10万元奖励。,一键确认,,,,宣城经济技术开发区
"1580846222049406978",支持企业开拓国际市场,宣城市,其他部门,对企业参加境外展会并在商务部门备案的，给予参展企业最高2万元补助。（补贴金额不高于企业实际参展费用，同一企业年度补贴不高于10万元）,,,,,"2022-01-01",,对企业参加境外展会并在商务部门备案的，给予参展企业最高2万元补助。（补贴金额不高于企业实际参展费用，同一企业年度补贴不高于10万元）,一键确认,,,,宣城经济技术开发区
"1580846703723278338",支持外贸企业购买进出口保险,宣城市,其他部门,对于年进出口额超过300万美元的企业购买进出口商业险的，在省市信保补助基础上，给予企业保费额剩余部分的全额补助。单个企业年度补助不超过50万元。,,,,,"2022-01-01",,对于年进出口额超过300万美元的企业购买进出口商业险的，在省市信保补助基础上，给予企业保费额剩余部分的全额补助。单个企业年度补助不超过50万元。,一键确认,,,,宣城经济技术开发区
"1580847135094861825",鼓励贸易型企业代理进出口,宣城市,其他部门,对于当年度进出口额300万美元以上且实现正增长的贸易型企业，给予一次性5万元人民币奖励。当年进出口额增量50万美元以上的贸易型企业，给予每美元0.03元人民币奖励，单个企业奖励不超过10万元。,,,,,"2022-01-01",,对于当年度进出口额300万美元以上且实现正增长的贸易型企业，给予一次性5万元人民币奖励。当年进出口额增量50万美元以上的贸易型企业，给予每美元0.03元人民币奖励，单个企业奖励不超过10万元。,一键确认,,,,宣城经济技术开发区
"1580847509562322945",鼓励企业树立出口品牌,宣城市,其他部门,对获得中国出口名牌的企业，每个品牌奖励10万元；对获得安徽省自主出口名牌的企业，每个品牌奖励5万元；对获得宣城市出口名牌的企业，每个品牌奖励2万元。对当年同时获得国家、省、市级出口名牌的企业，按最高标准奖励，不重复奖励。,,,,,"2022-01-01",,对获得中国出口名牌的企业，每个品牌奖励10万元；对获得安徽省自主出口名牌的企业，每个品牌奖励5万元；对获得宣城市出口名牌的企业，每个品牌奖励2万元。对当年同时获得国家、省、市级出口名牌的企业，按最高标准奖励，不重复奖励。,一键确认,,,,宣城经济技术开发区
"1580847990825152514",支持园区服务业发展,宣城市,其他部门,对新批复认定的省级服务业集聚区一次性奖励20万元；新批复认定的省级服务业集聚示范园区、示范物流园区一次性奖励50万元。,,,,,"2022-01-01",,对新批复认定的省级服务业集聚区一次性奖励20万元；新批复认定的省级服务业集聚示范园区、示范物流园区一次性奖励50万元。,一键确认,,,,宣城经济技术开发区
"1580848375799345154",军工资质认证奖励,宣城市,其他部门,鼓励企业开展武器装备科研生产保密资格证、武器装备科研生产许可证、装备承制单位资格证的申报认证工作，每获“一证”奖励10万元，获得“三证”后再一次性奖励20万元。,,,,,"2022-01-01",,鼓励企业开展武器装备科研生产保密资格证、武器装备科研生产许可证、装备承制单位资格证的申报认证工作，每获“一证”奖励10万元，获得“三证”后再一次性奖励20万元。,立即兑现,,,,宣城经济技术开发区
"1580849082409545730",宣城经开区年度表彰,宣城市,其他部门,按照亩均税收、科技创新、招商技术改造等方面，评定相关奖项，并给予对应的奖补资金。,,,,,"2022-01-01",,按照亩均税收、科技创新、招商技术改造等方面，评定相关奖项，并给予对应的奖补资金。,一键确认,,,,宣城经济技术开发区
"1581088177869209601",奖励新增规上,宣城市,工信部门,"2.突出动能提升。对于当年新进入规模以上工业企业，给予一次性奖励20万元；对当年进入成长型规模以上工业企业，给予一次性奖励10万元。",,,,,"2024-06-26",,对于当年新进入规模以上工业企业，给予一次性奖励20万元；对当年进入成长型规模以上工业企业，给予一次性奖励10万元。,直接兑现,,,"1",郎溪县科技工业信息化局
"1581088908344999938",推进高企培育,宣城市,科技部门,"6.推进高企培育。对首次推荐申报高新技术企业的，给予5万元奖励。对新认定的高新技术企业一次性奖励20万元；对重新认定的高新技术企业给予10万元奖励；对于当年通过省科技型中小企业备案的企业，给予一次性奖励0.5万元。",,"0563-7012121",,,"2024-06-26",,对成功进入省高新技术企业培育库的企业，一次性给予5万元培育奖励；对首次推荐申报高新技术企业的，给予5万元奖励。对新认定的高新技术企业一次性奖励20万元；对重新认定的高新技术企业给予10万元奖励；对于当年通过省科技型中小企业备案的企业，给予一次性奖励1万元。,直接兑现,,,"1",郎溪县科技工业信息化局
"1581096633045008385",推进科技攻关,宣城市,科技部门,对我县规上工业企业上一年度研发费用200万元以上的企业加计扣除总额新增部分按照10%比例给予奖励，单个企业奖励金额不超过10万元。企业与高校院所建立产学研合作关系并共同开展项目开发且当年实际支付技术开发经费超过10万元的，给予20%的补助，单个企业不超过20万元。,,"0563-7012021",,,"2024-06-26",,推进科技攻关。对当年研发投入（以统计口径为准）200万元以上、研发投入增速前5位的企业，每户给予10万元奖励。企业与高校院所建立产学研合作关系并共同开展项目开发且当年实际支付技术开发经费超过10万元的，给予20%的补助，高新技术企业不超过20万元，其他企业不超过1万元。鼓励企业或创新团队参加中国创新创业大赛，对进入省赛区决赛的，给予5万元奖励，进入全国赛区决赛的，给予10万元奖励。对获得国家自然科学、技术发明、科技进步一、二、三等奖的第一完成单位，分别一次性奖励300万元、200万、100万元;对获得省自然科学、技术发明、科技进步一、二、三等奖的第一完成单位，分别一次性奖励50万元、30万元、10万元。对获得省首台（套）重大技术装备、首批次新材料、首版次软件认定的企业，奖励10万元。对获批省认定的技术创新示范企业、标准化示范企业，奖励20万元。对获得省工业精品的，奖励10万元，对新认定为省级新产品的，奖励5万元。,直接兑现,,,"1",郎溪县科技工业信息化局
